n_blocks,n_cpu,parallel_preprocessing,reading_tifs,merging tiffs,merging slope,splitting_data,imputation,normalization,ML_model,R2_score_on_train,R2_score_on_test,MAE_score_on_train,MAE_score_on_test
8424,24,13452.252417325974,26.851688861846924,2145.8280601501465,3313.8327815532684,183.63083624839783,559.0462944507599,79.70267224311829,2802.3836913108826,0.892877613592808,0.8868958707275071,6.305482132484457,6.470715417164483
